Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,Region,State,City,Product_Category,Product,Quantity,Unit_Price,Discount,Sales,Payment_Method,Order_Status,Salesperson
ORD00016,2025-08-31,CUST0284,Naveen Kumar,Male,65.0,West,Gujarat,Ahmedabad,Furniture,Bed,2,34079.23,10,61342.61,UPI,Delivered,Rahul Kumar
ORD00017,2024-12-14,CUST0181,Rahul Kumar,Male,38.0,South,Karnataka,Bengaluru,Groceries,Snacks,2,191.04,15,324.77,UPI,Returned,Arun Patel
ORD00018,2025-10-24,CUST0127,Meena Sharma,Male,57.0,South,Tamil Nadu,Chennai,Furniture,Study Table,8,8381.4,5,63698.64,Debit Card,Delivered,Amit Nair
ORD00019,2024-02-05,CUST0173,Isha Kumar,Male,63.0,South,Kerala,Kochi,Furniture,Study Table,5,9528.58,20,38114.32,Debit Card,Delivered,Neha Patel
ORD00020,2024-12-07,CUST0180,Meena Nair,Male,60.0,South,Karnataka,Bengaluru,Clothing,Jacket,2,2819.1,5,5356.29,UPI,Delivered,Arun Das
ORD00021,2025-10-17,CUST0269,Swathi Rao,Male,34.0,North,Punjab,Amritsar,Groceries,Coffee,5,428.0,10,1926.0,Credit Card,Delivered,Rohan Rao
ORD00022,2024-04-05,CUST0126,Pooja Gupta,Female,18.0,South,Kerala,Kochi,Electronics,Laptop,4,51112.1,20,163558.72,Net Banking,Delivered,Vijay Reddy
ORD00023,2024-03-09,CUST0047,Vikram Singh,Male,33.0,West,Gujarat,Ahmedabad,Electronics,Smartphone,2,29155.15,0,58310.3,UPI,Delivered,Pooja Reddy
ORD00024,2024-08-10,CUST0250,Rohan Rao,Male,22.0,West,Maharashtra,Mumbai,Clothing,Dress,2,2240.78,10,4033.4,Debit Card,Delivered,Pooja Das
ORD00025,2025-11-21,CUST0101,Neha Patel,Female,57.0,East,Odisha,Bhubaneswar,Electronics,Headphones,5,2570.87,10,11568.92,Net Banking,Delivered,Neha Sharma
ORD00026,2024-04-24,CUST0105,Vijay Singh,Female,62.0,South,Tamil Nadu,Coimbatore,Home Appliances,Mixer Grinder,3,3435.82,15,8761.34,Net Banking,Delivered,Ananya Gupta
ORD00027,2024-04-05,CUST0152,Karthik Kumar,Female,40.0,North,Delhi,New Delhi,Clothing,Dress,4,2308.01,25,6924.03,Debit Card,Delivered,Ravi Kumar
ORD00028,2024-03-16,CUST0265,Vijay Singh,Female,64.0,West,Goa,Panaji,Home Appliances,Water Purifier,6,13751.81,0,82510.86,UPI,Returned,Karthik Patel
ORD00029,2024-07-04,CUST0223,Karthik Patel,Female,60.0,West,Goa,Panaji,Clothing,Sneakers,8,3344.02,0,26752.16,Debit Card,Returned,Naveen Gupta
ORD00030,2024-01-29,CUST0165,Divya Patel,Female,62.0,North,Punjab,Amritsar,Groceries,Snacks,1,177.02,20,141.62,Credit Card,Delivered,Isha Kumar
ORD00031,2024-03-31,CUST0202,Rohan Iyer,Male,62.0,East,West Bengal,Kolkata,Clothing,Sneakers,2,2986.75,15,5077.47,UPI,Delivered,Isha Das
ORD00032,2024-04-26,CUST0134,Neha Reddy,Male,38.0,South,Tamil Nadu,Chennai,Home Appliances,Air Fryer,3,6980.66,5,19894.88,Net Banking,Delivered,Karthik Singh
ORD00033,2024-09-15,CUST0144,Amit Rao,Female,25.0,West,Goa,Panaji,Electronics,Laptop,1,53191.55,25,39893.66,Credit Card,Delivered,Sneha Rao
ORD00034,2025-05-16,CUST0145,Ravi Kumar,Male,30.0,South,Tamil Nadu,Coimbatore,Furniture,Sofa,3,26108.25,25,58743.56,Debit Card,Returned,Suresh Patel
ORD00035,2024-01-05,CUST0119,Arun Nair,Female,49.0,North,Uttar Pradesh,Lucknow,Furniture,Bed,3,31581.4,20,0.0,Net Banking,Cancelled,Amit Reddy
ORD00036,2025-02-08,CUST0006,Vikram Reddy,Female,55.0,North,Delhi,New Delhi,Groceries,Tea,3,232.54,0,697.62,Net Banking,Delivered,Karthik Reddy
ORD00037,2025-03-21,CUST0288,Priya Das,Male,51.0,East,Odisha,Bhubaneswar,Furniture,Bed,2,30101.3,25,45151.95,,Delivered,Rahul Sharma
ORD00038,2025-07-31,CUST0075,Rohan Iyer,Male,51.0,East,Odisha,Bhubaneswar,Groceries,Tea,2,235.36,0,470.72,Credit Card,Delivered,Priya Sharma
ORD00039,2024-04-15,CUST0051,Vikram Reddy,Female,27.0,West,Gujarat,Ahmedabad,Electronics,Smartphone,2,28062.67,15,47706.54,Net Banking,Delivered,Meena Kumar
ORD00040,2024-04-20,CUST0249,Pooja Nair,Female,,South,Kerala,Kochi,Groceries,Snacks,2,171.62,10,308.92,UPI,Delivered,Rahul Patel
ORD00041,2025-06-17,CUST0001,Karthik Gupta,Male,63.0,West,Goa,Panaji,Electronics,Smartphone,1,29441.62,5,27969.54,Credit Card,Delivered,Kavya Rao
ORD00042,2024-12-02,CUST0026,Ananya Kumar,Male,52.0,North,Delhi,New Delhi,Electronics,Laptop,4,55102.58,0,220410.32,UPI,Delivered,Naveen Das
ORD00043,2025-09-14,CUST0238,Amit Sharma,Male,,West,Maharashtra,Pune,Home Appliances,Microwave,4,8332.82,5,31664.72,Credit Card,Delivered,Karthik Rao
ORD00044,2025-01-28,CUST0067,Ravi Sharma,Male,64.0,West,Maharashtra,Mumbai,Electronics,Smartphone,3,26804.81,5,76393.71,Debit Card,Delivered,Naveen Das
ORD00045,2024-11-10,CUST0229,Arun Reddy,Male,23.0,West,Goa,Panaji,Electronics,Laptop,2,58516.9,10,105330.42,Credit Card,Delivered,Pooja Singh
ORD00046,2024-08-10,CUST0006,Priya Singh,Female,21.0,East,Odisha,Bhubaneswar,Furniture,Office Chair,1,7529.41,10,6776.47,UPI,Returned,Vikram Das
ORD00047,2024-04-27,CUST0275,Isha Kumar,Female,29.0,North,Uttar Pradesh,Lucknow,Groceries,Tea,3,241.2,15,615.06,UPI,Delivered,Kavya Nair
ORD00048,2025-10-11,CUST0172,Priya Das,Female,18.0,West,Gujarat,Ahmedabad,Groceries,Snacks,3,167.09,5,476.21,UPI,Delivered,Ravi Kumar
ORD00049,2025-04-03,CUST0137,Priya Patel,Male,57.0,South,Andhra Pradesh,Vijayawada,Furniture,Office Chair,5,7795.17,10,35078.26,Debit Card,Returned,Sneha Gupta
ORD00050,2025-08-23,CUST0237,Meena Gupta,Female,25.0,North,Punjab,Amritsar,Electronics,Tablet,1,17238.79,10,15514.91,Credit Card,Returned,Kavya Patel
ORD00051,2025-09-07,CUST0104,Rohan Iyer,Male,23.0,West,Maharashtra,Mumbai,Home Appliances,Mixer Grinder,1,3723.76,5,3537.57,UPI,Delivered,Rohan Das
ORD00052,2025-03-16,CUST0097,Karthik Iyer,Male,21.0,North,Punjab,Amritsar,Home Appliances,Water Purifier,2,14540.87,10,26173.57,Credit Card,Returned,Meena Reddy
ORD00053,2024-06-05,CUST0136,Karthik Singh,Female,19.0,East,West Bengal,Kolkata,Electronics,Tablet,1,18997.78,0,18997.78,UPI,Delivered,Rohan Patel
ORD00054,2024-01-23,CUST0218,Suresh Das,Male,42.0,West,Maharashtra,Pune,Electronics,Tablet,5,19322.14,5,91780.16,UPI,Delivered,Sneha Singh
ORD00055,2025-04-06,CUST0296,Ravi Nair,Female,18.0,East,West Bengal,Kolkata,Groceries,Cooking Oil,4,156.79,0,627.16,UPI,Delivered,Kavya Singh
ORD00056,2025-03-11,CUST0117,Ravi Patel,Male,42.0,South,Tamil Nadu,Chennai,Furniture,Bookshelf,3,5411.12,0,16233.36,Cash,Delivered,Divya Sharma
ORD00057,2024-01-25,CUST0180,Divya Reddy,Female,46.0,West,Gujarat,Ahmedabad,Home Appliances,Mixer Grinder,3,3238.39,20,7772.14,Credit Card,Delivered,Swathi Reddy
ORD00058,2024-11-22,CUST0257,Suresh Iyer,Male,36.0,West,Maharashtra,Mumbai,Groceries,Rice,3,951.93,10,2570.21,UPI,Delivered,Vikram Das
ORD00059,2025-10-05,CUST0264,Vijay Patel,Male,27.0,West,Maharashtra,Mumbai,Home Appliances,Microwave,3,8914.7,10,24069.69,Net Banking,Delivered,Priya Kumar
ORD00060,2024-11-23,CUST0054,Naveen Reddy,Male,50.0,South,Karnataka,Bengaluru,Home Appliances,Water Purifier,2,14115.86,5,26820.13,Credit Card,Delivered,Sneha Sharma
ORD00061,2024-01-07,CUST0263,Arun Iyer,Female,65.0,North,Punjab,Amritsar,Home Appliances,Air Fryer,8,6962.19,0,55697.52,UPI,Delivered,Ananya Sharma
ORD00062,2024-09-17,CUST0293,Divya Gupta,Male,61.0,East,Bihar,Patna,Clothing,Jacket,2,2746.1,10,4942.98,UPI,Delivered,Neha Das
ORD00063,2024-10-07,CUST0201,Amit Singh,Male,46.0,South,Andhra Pradesh,Vijayawada,Clothing,T-Shirt,2,701.4,15,1192.38,UPI,Delivered,Karthik Nair
ORD00064,2025-08-21,CUST0117,Meena Nair,Male,48.0,East,West Bengal,Kolkata,Home Appliances,Mixer Grinder,2,3530.34,15,0.0,Cash,Cancelled,Sneha Sharma
ORD00065,2025-07-29,CUST0130,Amit Kumar,Male,53.0,West,Maharashtra,Mumbai,Clothing,Jeans,6,1579.21,5,9001.5,Debit Card,Delivered,Amit Das
ORD00066,2024-11-07,CUST0289,Ananya Singh,Male,60.0,West,Goa,Panaji,Home Appliances,Air Fryer,8,6392.52,25,38355.12,Cash,Delivered,Suresh Sharma
ORD00067,2024-01-25,CUST0039,Rahul Patel,Male,61.0,West,Maharashtra,Pune,Electronics,Laptop,2,54232.58,15,92195.39,Debit Card,Delivered,Divya Sharma
ORD00068,2024-01-12,CUST0080,Rohan Das,Female,34.0,South,Kerala,Kochi,Electronics,Headphones,8,2616.01,15,17788.87,Debit Card,Delivered,Pooja Nair
ORD00069,2025-12-11,CUST0282,Vijay Reddy,Female,65.0,East,Odisha,Bhubaneswar,Clothing,Jacket,10,2998.94,0,29989.4,UPI,Delivered,Swathi Singh
ORD00070,2024-05-10,CUST0293,Amit Das,Male,40.0,North,Uttar Pradesh,Lucknow,Clothing,T-Shirt,3,684.85,10,1849.1,UPI,Delivered,Naveen Das
ORD00071,2024-11-06,CUST0227,Meena Sharma,Male,30.0,West,Maharashtra,Mumbai,Clothing,Dress,3,2335.86,10,6306.82,Credit Card,Delivered,Rahul Iyer
ORD00072,2025-01-11,CUST0266,Vijay Singh,Female,47.0,South,Kerala,Kochi,Home Appliances,Water Purifier,1,13954.71,10,12559.24,UPI,Delivered,Suresh Das
ORD00073,2024-12-09,CUST0140,Karthik Reddy,Male,23.0,South,Karnataka,Bengaluru,Home Appliances,Water Purifier,1,12920.04,25,9690.03,Net Banking,Delivered,Kavya Das
ORD00074,2024-08-30,CUST0107,Priya Gupta,Male,20.0,West,Maharashtra,Mumbai,Groceries,Coffee,1,442.91,20,354.33,Cash,Delivered,Karthik Reddy
ORD00075,2024-03-02,CUST0145,Rahul Patel,Male,64.0,West,Gujarat,Ahmedabad,Groceries,Tea,3,251.0,5,715.35,UPI,Delivered,Ananya Reddy
ORD00076,2025-06-04,CUST0040,Karthik Sharma,Male,32.0,South,Tamil Nadu,Chennai,Furniture,Bookshelf,1,5842.1,25,0.0,UPI,Cancelled,Karthik Rao
ORD00077,2024-11-13,CUST0115,Rahul Das,Female,57.0,West,Maharashtra,Mumbai,Electronics,Tablet,6,19415.45,0,0.0,Credit Card,Cancelled,Suresh Kumar
ORD00078,2024-12-10,CUST0181,Meena Singh,Female,55.0,East,Bihar,Patna,Groceries,Coffee,5,476.45,15,0.0,UPI,Cancelled,Karthik Rao
ORD00079,2024-09-14,CUST0206,Suresh Iyer,Male,30.0,West,Gujarat,Ahmedabad,Home Appliances,Microwave,5,8609.22,20,34436.88,Debit Card,Delivered,Vikram Gupta
ORD00080,2024-08-11,CUST0060,Naveen Reddy,Male,21.0,North,Rajasthan,Jaipur,Furniture,Bed,4,29987.74,15,101958.32,UPI,Delivered,Ananya Sharma
ORD00081,2024-11-01,CUST0270,Naveen Singh,Female,29.0,East,West Bengal,Kolkata,Home Appliances,Mixer Grinder,3,3413.69,10,9216.96,UPI,Delivered,Amit Kumar
ORD00082,2025-05-03,CUST0039,Naveen Iyer,Female,28.0,South,Tamil Nadu,Madurai,Electronics,Smartphone,1,27859.06,20,22287.25,UPI,Delivered,Priya Singh
ORD00083,2024-03-24,CUST0262,Rohan Gupta,Male,18.0,North,Rajasthan,Jaipur,Groceries,Coffee,1,466.65,20,0.0,UPI,Cancelled,Divya Sharma
ORD00084,2025-10-18,CUST0093,Sneha Sharma,Female,20.0,South,Tamil Nadu,Chennai,Clothing,Sneakers,3,3185.42,10,8600.63,Debit Card,Delivered,Neha Reddy
ORD00085,2025-06-04,CUST0166,Pooja Gupta,Male,39.0,East,Odisha,Bhubaneswar,Clothing,T-Shirt,1,711.01,10,639.91,Credit Card,Delivered,Priya Das
ORD00086,2025-06-27,CUST0011,Suresh Gupta,Female,55.0,West,Goa,Panaji,Furniture,Bed,1,31449.57,10,28304.61,Net Banking,Delivered,Amit Nair
ORD00087,2025-11-03,CUST0202,Sneha Sharma,Male,19.0,North,Delhi,New Delhi,Electronics,Laptop,3,50761.64,10,137056.43,Credit Card,Delivered,Ravi Kumar
ORD00088,2024-04-15,CUST0123,Divya Gupta,Female,56.0,North,Uttar Pradesh,Lucknow,Furniture,Study Table,10,8569.24,15,0.0,Debit Card,Cancelled,Ravi Sharma
ORD00089,2025-01-24,CUST0022,Rahul Gupta,Male,31.0,East,Odisha,Bhubaneswar,Clothing,Sneakers,2,3361.19,0,0.0,UPI,Cancelled,Neha Iyer
ORD00090,2024-11-04,CUST0183,Rohan Sharma,Male,36.0,North,Delhi,New Delhi,Groceries,Cooking Oil,2,159.24,15,0.0,UPI,Cancelled,Ravi Patel
ORD00091,2025-12-25,CUST0159,Isha Reddy,Male,61.0,South,Tamil Nadu,Madurai,Home Appliances,Water Purifier,2,13336.02,20,21337.63,Debit Card,Delivered,Swathi Kumar
ORD00092,2024-10-21,CUST0243,Rohan Rao,Female,29.0,West,Maharashtra,Mumbai,Furniture,Bed,2,32543.69,10,58578.64,Credit Card,Delivered,Swathi Das
ORD00093,2025-01-09,CUST0293,Karthik Nair,Male,64.0,North,Delhi,New Delhi,Electronics,Smartwatch,6,5692.5,5,32447.25,Credit Card,Returned,Vijay Gupta
ORD00094,2025-03-24,CUST0164,Suresh Iyer,Male,28.0,North,Rajasthan,Jaipur,Electronics,Headphones,2,2459.62,20,3935.39,Net Banking,Delivered,Kavya Rao
ORD00095,2024-10-10,CUST0121,Amit Reddy,Male,29.0,West,Goa,Panaji,Home Appliances,Mixer Grinder,2,3549.22,20,5678.75,Credit Card,Delivered,Vikram Das
ORD00096,2024-10-19,CUST0020,Arun Iyer,Male,54.0,North,Punjab,Amritsar,Groceries,Coffee,3,416.46,25,937.03,Net Banking,Delivered,Karthik Kumar
ORD00097,2024-11-01,CUST0285,Vijay Das,Male,40.0,West,Maharashtra,Pune,Home Appliances,Vacuum Cleaner,10,9132.56,0,91325.6,Debit Card,Returned,Isha Iyer
ORD00098,2025-10-30,CUST0005,Naveen Nair,Male,18.0,South,Kerala,Kochi,Electronics,Smartphone,1,28776.98,25,21582.74,Cash,Delivered,Amit Rao
ORD00099,2024-05-26,CUST0287,,Female,58.0,South,Tamil Nadu,Coimbatore,Clothing,T-Shirt,1,748.27,15,636.03,UPI,Delivered,Priya Sharma
ORD00100,2024-11-19,CUST0098,Divya Singh,Female,23.0,West,Gujarat,Ahmedabad,Groceries,Rice,10,936.35,0,9363.5,Net Banking,Delivered,Suresh Gupta
ORD00101,2025-08-27,CUST0224,Vikram Patel,Male,43.0,South,Kerala,Kochi,Home Appliances,Mixer Grinder,2,3572.92,10,6431.26,Credit Card,Delivered,Sneha Rao
ORD00102,2025-10-26,CUST0012,Karthik Sharma,Female,32.0,North,Delhi,New Delhi,Furniture,Study Table,8,9499.92,20,0.0,Credit Card,Cancelled,Naveen Iyer
ORD00103,2024-05-03,CUST0281,Ananya Patel,Male,38.0,North,Uttar Pradesh,Lucknow,Home Appliances,Air Fryer,1,6183.61,0,6183.61,Credit Card,Delivered,Rohan Sharma
ORD00104,2024-04-15,CUST0158,Swathi Sharma,Male,21.0,South,Karnataka,Bengaluru,Electronics,Smartwatch,3,6412.42,10,17313.53,Cash,Delivered,Amit Iyer
ORD00105,2025-01-19,CUST0172,Suresh Rao,Male,30.0,North,Uttar Pradesh,Lucknow,Home Appliances,Mixer Grinder,3,3363.68,25,7568.28,Debit Card,Delivered,Ravi Rao
ORD00106,2024-10-19,CUST0068,Swathi Das,Female,56.0,South,Tamil Nadu,Coimbatore,Electronics,Laptop,5,58520.2,5,277970.95,Debit Card,Delivered,Swathi Patel
ORD00107,2025-10-23,CUST0293,Naveen Patel,Female,49.0,West,Maharashtra,Mumbai,Furniture,Bed,1,33212.79,20,26570.23,Debit Card,Delivered,Ravi Gupta
ORD00108,2025-04-03,CUST0280,Kavya Patel,Female,55.0,West,Maharashtra,Pune,Electronics,Tablet,3,17835.02,10,48154.55,Credit Card,Delivered,Vijay Singh
ORD00109,2025-07-14,CUST0130,Karthik Reddy,Male,25.0,South,Tamil Nadu,Chennai,Clothing,T-Shirt,2,669.39,5,1271.84,Debit Card,Delivered,Neha Rao
ORD00110,2024-09-20,CUST0150,Neha Rao,Female,30.0,South,Andhra Pradesh,Vijayawada,Electronics,Smartwatch,3,6055.47,15,15441.45,Debit Card,Delivered,Naveen Gupta
ORD00111,2025-05-29,CUST0144,Suresh Iyer,Male,57.0,South,Tamil Nadu,Coimbatore,Electronics,Laptop,5,50610.88,5,240401.68,UPI,Returned,Isha Das
ORD00112,2025-04-04,CUST0038,Isha Sharma,Male,53.0,North,Delhi,New Delhi,Home Appliances,Water Purifier,1,13455.79,15,0.0,UPI,Cancelled,Swathi Sharma
ORD00113,2025-04-10,CUST0262,Rahul Nair,Male,39.0,West,Maharashtra,Pune,Groceries,Rice,3,946.84,5,2698.49,Credit Card,Returned,Isha Rao
ORD00114,2024-03-07,CUST0007,Isha Gupta,Male,52.0,West,Maharashtra,Mumbai,Electronics,Smartphone,3,28780.88,10,77708.38,,Delivered,Priya Patel
ORD00115,2024-04-19,CUST0238,Isha Patel,Female,23.0,South,Karnataka,Bengaluru,Clothing,Jeans,5,1505.93,20,6023.72,UPI,Returned,Priya Das
ORD00116,2025-06-26,CUST0020,Swathi Nair,Male,60.0,West,Goa,Panaji,Electronics,Smartwatch,1,6265.65,0,6265.65,Debit Card,Delivered,Rohan Patel
ORD00117,2024-03-23,CUST0099,Ravi Patel,Male,33.0,West,Maharashtra,Pune,Furniture,Study Table,2,9366.13,10,16859.03,UPI,Delivered,Ananya Singh
ORD00118,2024-03-03,CUST0116,Rahul Iyer,Female,39.0,East,West Bengal,Kolkata,Electronics,Smartwatch,2,6118.94,10,11014.09,Cash,Delivered,Karthik Nair
ORD00119,2025-02-26,CUST0065,Suresh Reddy,Female,62.0,East,Bihar,Patna,Furniture,Bookshelf,2,5755.5,10,10359.9,Net Banking,Delivered,Swathi Reddy
ORD00120,2025-05-24,CUST0196,Priya Singh,Male,,East,West Bengal,Kolkata,Electronics,Smartwatch,3,5999.36,5,17098.18,Credit Card,Delivered,Ravi Singh
ORD00121,2024-05-09,CUST0060,Pooja Kumar,Female,57.0,East,Odisha,Bhubaneswar,Home Appliances,Water Purifier,1,13108.81,15,11142.49,Credit Card,Returned,Amit Iyer
ORD00122,2025-02-19,CUST0087,Karthik Das,Male,40.0,North,Rajasthan,Jaipur,Furniture,Office Chair,3,6979.98,10,18845.95,Debit Card,Delivered,Suresh Patel
ORD00123,2024-07-29,CUST0028,Rohan Rao,Male,47.0,South,Tamil Nadu,Chennai,Groceries,Snacks,2,178.9,25,268.35,Cash,Returned,Sneha Rao
ORD00124,2025-08-12,CUST0105,Ravi Gupta,Female,27.0,South,Karnataka,Bengaluru,Groceries,Rice,10,924.1,0,9241.0,Debit Card,Delivered,Neha Das
ORD00125,2025-10-26,CUST0124,Swathi Nair,Male,37.0,South,Kerala,Kochi,Clothing,Sneakers,1,2966.39,0,2966.39,UPI,Delivered,Rohan Kumar
ORD00126,2025-09-29,CUST0238,Vijay Iyer,Female,28.0,North,Rajasthan,Jaipur,Clothing,T-Shirt,2,704.93,10,1268.87,UPI,Delivered,Amit Gupta
ORD00127,2025-02-10,CUST0088,Neha Nair,Female,50.0,East,West Bengal,Kolkata,Home Appliances,Microwave,1,9325.41,15,7926.6,Credit Card,Delivered,Rohan Iyer
ORD00128,2024-05-08,CUST0261,Rahul Kumar,Male,52.0,North,Rajasthan,Jaipur,Clothing,T-Shirt,4,661.93,10,2382.95,Credit Card,Delivered,Meena Sharma
ORD00129,2025-08-20,CUST0234,Neha Kumar,Male,51.0,South,Tamil Nadu,Coimbatore,Home Appliances,Air Fryer,1,6349.6,15,5397.16,Debit Card,Delivered,Isha Patel
ORD00130,2024-08-14,CUST0154,Karthik Nair,Male,57.0,North,Uttar Pradesh,Lucknow,Groceries,Snacks,1,176.7,10,159.03,UPI,Delivered,Meena Nair
ORD00131,2024-12-01,CUST0186,Isha Singh,Male,41.0,South,Karnataka,Bengaluru,Home Appliances,Vacuum Cleaner,2,9009.0,10,16216.2,Debit Card,Delivered,Swathi Patel
ORD00132,2025-12-04,CUST0019,Pooja Singh,Male,50.0,South,Karnataka,Bengaluru,Furniture,Bookshelf,1,5354.13,15,4551.01,UPI,Delivered,Isha Kumar
ORD00133,2024-02-16,CUST0198,Naveen Iyer,Female,33.0,West,Gujarat,Ahmedabad,Home Appliances,Mixer Grinder,8,3579.84,10,25774.85,UPI,Delivered,Isha Rao
ORD00134,2025-06-30,CUST0069,Karthik Singh,Female,27.0,South,Kerala,Kochi,Home Appliances,Water Purifier,4,14962.34,15,50871.96,Net Banking,Delivered,Ananya Nair
ORD00135,2025-11-16,CUST0188,Isha Das,Male,38.0,North,Uttar Pradesh,Lucknow,Home Appliances,Microwave,6,9403.51,0,56421.06,UPI,Delivered,Neha Rao
ORD00136,2025-12-29,CUST0205,Divya Gupta,Male,60.0,South,Karnataka,Bengaluru,Electronics,Smartwatch,4,6455.84,5,24532.19,UPI,Delivered,Amit Gupta
ORD00137,2025-03-01,CUST0154,Neha Das,Male,54.0,South,Tamil Nadu,Coimbatore,Furniture,Study Table,4,9069.58,0,0.0,Net Banking,Cancelled,Swathi Reddy
ORD00138,2025-02-28,CUST0161,Swathi Reddy,Male,59.0,North,Uttar Pradesh,Lucknow,Electronics,Laptop,2,59153.65,10,106476.57,UPI,Delivered,Arun Kumar
ORD00139,2025-05-08,CUST0198,Priya Kumar,Male,22.0,East,West Bengal,Kolkata,Groceries,Cooking Oil,3,167.47,10,452.17,Net Banking,Delivered,Pooja Gupta
ORD00140,2025-07-24,CUST0138,Rahul Patel,Female,49.0,North,Uttar Pradesh,Lucknow,Groceries,Tea,3,251.82,0,755.46,UPI,Delivered,Isha Rao
ORD00141,2025-11-10,CUST0058,Vikram Sharma,Male,20.0,South,Andhra Pradesh,Vijayawada,Home Appliances,Water Purifier,3,13242.03,5,37739.79,Net Banking,Returned,Arun Rao
ORD00142,2024-09-24,CUST0074,Sneha Das,Male,58.0,West,Maharashtra,Pune,Furniture,Office Chair,2,7012.09,10,12621.76,Credit Card,Delivered,Sneha Iyer
ORD00143,2025-01-21,CUST0259,Swathi Das,Male,45.0,North,Rajasthan,Jaipur,Groceries,Cooking Oil,1,165.02,15,140.27,UPI,Delivered,Sneha Reddy
ORD00144,2024-01-16,CUST0129,Suresh Iyer,Male,47.0,North,Punjab,Amritsar,Electronics,Smartwatch,4,6449.05,20,20636.96,Debit Card,Delivered,Ananya Nair
ORD00145,2025-10-27,CUST0133,Rahul Gupta,Female,23.0,East,Bihar,Patna,Electronics,Headphones,4,2337.21,0,0.0,Debit Card,Cancelled,Neha Gupta
ORD00146,2024-10-03,CUST0156,Arun Reddy,Male,51.0,West,Gujarat,Ahmedabad,Clothing,T-Shirt,2,699.35,15,1188.9,UPI,Delivered,Naveen Sharma
ORD00147,2025-12-24,CUST0272,Priya Sharma,Male,45.0,North,Delhi,New Delhi,Furniture,Office Chair,5,7465.54,25,27995.78,Debit Card,Delivered,Divya Gupta
ORD00148,2024-08-14,CUST0117,Kavya Singh,Female,29.0,North,Delhi,New Delhi,Home Appliances,Air Fryer,4,6513.16,5,24750.01,UPI,Delivered,Ravi Patel
ORD00149,2024-05-21,CUST0100,Sneha Patel,Male,31.0,South,Tamil Nadu,Coimbatore,Clothing,Jacket,1,2651.75,5,2519.16,Credit Card,Delivered,Vikram Gupta
ORD00150,2024-06-21,CUST0206,Ravi Iyer,Female,36.0,West,Maharashtra,Pune,Groceries,Rice,2,959.15,15,0.0,Cash,Cancelled,Kavya Das
